date,item_id,units_sold,stockout_flag,promo_active,on_hand_start,on_hand_end,true_demand_uncensored
2025-09-14,I009,0,1,0,0,0,12
2025-09-15,I009,10,0,0,112,102,10
2025-09-16,I009,8,0,0,102,94,8
2025-09-17,I009,15,0,0,94,79,15
2025-09-18,I009,7,0,0,79,72,7
2025-09-19,I009,14,0,0,72,58,14
2025-09-20,I009,9,0,0,58,49,9
2025-09-21,I009,8,0,0,49,41,8
2025-09-22,I009,11,0,0,41,30,11
2025-09-23,I009,4,0,0,30,26,4
2025-09-24,I009,5,0,0,26,21,5
2025-09-25,I009,8,0,0,21,13,8
2025-09-26,I009,6,0,0,13,7,6
2025-09-27,I009,7,1,0,7,0,13
2025-09-28,I009,0,1,0,0,0,2
2025-09-29,I009,0,1,0,0,0,11
2025-09-30,I009,0,1,0,0,0,4
2025-10-01,I009,0,1,0,0,0,11
2025-10-02,I009,0,1,0,0,0,9
2025-10-03,I009,15,0,0,112,97,15
2025-10-04,I009,9,0,0,97,88,9
2025-10-05,I009,17,0,0,88,71,17
2025-10-06,I009,11,0,0,71,60,11
2025-10-07,I009,7,0,0,60,53,7
2025-10-08,I009,3,0,0,53,50,3
2025-10-09,I009,14,0,0,50,36,14
2025-10-10,I009,20,0,0,36,16,20
2025-10-11,I009,15,0,0,16,1,15
2025-10-12,I009,1,1,0,1,0,19
2025-10-13,I009,0,1,0,0,0,14
2025-10-14,I009,0,1,0,0,0,9
2025-10-15,I009,0,1,0,0,0,17
2025-10-16,I009,0,1,0,0,0,14
2025-10-17,I009,0,1,0,0,0,17
2025-10-18,I009,16,0,0,112,96,16
2025-10-19,I009,23,0,0,96,73,23
2025-10-20,I009,16,0,0,73,57,16
2025-10-21,I009,17,0,0,57,40,17
2025-10-22,I009,7,0,0,40,33,7
2025-10-23,I009,7,0,0,33,26,7
2025-10-24,I009,15,0,0,26,11,15
2025-10-25,I009,11,1,0,11,0,12
2025-10-26,I009,0,1,0,0,0,16
2025-10-27,I009,0,1,0,0,0,7
2025-10-28,I009,9,0,0,112,103,9
2025-10-29,I009,9,0,0,103,94,9
2025-10-30,I009,7,0,0,94,87,7
2025-10-31,I009,10,0,0,87,77,10
2025-11-01,I009,14,0,0,77,63,14
2025-11-02,I009,11,0,0,63,52,11
2025-11-03,I009,12,0,0,52,40,12
2025-11-04,I009,6,0,0,40,34,6
2025-11-05,I009,5,0,0,34,29,5
2025-11-06,I009,15,0,0,29,14,15
2025-11-07,I009,10,0,0,126,116,10
2025-11-08,I009,13,0,0,116,103,13
2025-11-09,I009,4,0,0,103,99,4
2025-11-10,I009,5,0,0,99,94,5
2025-11-11,I009,12,0,0,94,82,12
2025-11-12,I009,6,0,0,82,76,6
2025-11-13,I009,6,0,0,76,70,6
2025-11-14,I009,9,0,0,70,61,9
2025-11-15,I009,7,0,0,61,54,7
2025-11-16,I009,11,0,0,54,43,11
2025-11-17,I009,2,0,0,43,41,2
2025-11-18,I009,10,0,0,41,31,10
2025-11-19,I009,8,0,0,31,23,8
2025-11-20,I009,5,0,0,23,18,5
2025-11-21,I009,11,0,0,18,7,11
2025-11-22,I009,7,1,0,7,0,10
2025-11-23,I009,0,1,0,0,0,8
2025-11-24,I009,0,1,0,0,0,9
2025-11-25,I009,0,1,0,0,0,5
2025-11-26,I009,7,0,0,112,105,7
2025-11-27,I009,6,0,0,105,99,6
2025-11-28,I009,8,0,0,99,91,8
2025-11-29,I009,6,0,0,91,85,6
2025-11-30,I009,12,0,0,85,73,12
2025-12-01,I009,12,0,0,73,61,12
2025-12-02,I009,6,0,0,61,55,6
2025-12-03,I009,7,0,0,55,48,7
2025-12-04,I009,12,0,0,48,36,12
2025-12-05,I009,4,0,0,36,32,4
2025-12-06,I009,7,0,0,32,25,7
2025-12-07,I009,7,0,0,25,18,7
2025-12-08,I009,10,0,0,18,8,10
2025-12-09,I009,8,0,0,8,0,8
2025-12-10,I009,0,1,0,0,0,8
2025-12-11,I009,8,0,0,112,104,8
2025-12-12,I009,16,0,0,104,88,16
2025-12-13,I009,18,0,0,88,70,18
2025-12-14,I009,14,0,0,70,56,14
2025-12-15,I009,13,0,0,56,43,13
2025-12-16,I009,7,0,0,43,36,7
2025-12-17,I009,6,0,0,36,30,6
2025-12-18,I009,10,0,0,30,20,10
2025-12-19,I009,10,0,0,20,10,10
2025-12-20,I009,10,1,0,10,0,11
2025-12-21,I009,0,1,0,0,0,17
2025-12-22,I009,0,1,0,0,0,12
2025-12-23,I009,5,0,0,112,107,5
2025-12-24,I009,10,0,0,107,97,10
2025-12-25,I009,9,0,0,97,88,9
2025-12-26,I009,8,0,0,88,80,8
2025-12-27,I009,12,0,0,80,68,12
2025-12-28,I009,10,0,0,68,58,10
2025-12-29,I009,8,0,0,58,50,8
2025-12-30,I009,11,0,0,50,39,11
2025-12-31,I009,11,0,0,39,28,11
2026-01-01,I009,10,0,0,28,18,10
2026-01-02,I009,11,0,0,18,7,11
2026-01-03,I009,7,1,0,7,0,8
2026-01-04,I009,0,1,0,0,0,10
2026-01-05,I009,0,1,0,0,0,9
2026-01-06,I009,0,1,0,0,0,6
2026-01-07,I009,0,1,0,0,0,8
2026-01-08,I009,0,1,0,0,0,8
2026-01-09,I009,6,0,0,112,106,6
2026-01-10,I009,9,0,0,106,97,9
2026-01-11,I009,6,0,0,97,91,6
2026-01-12,I009,12,0,0,91,79,12
2026-01-13,I009,4,0,0,79,75,4
2026-01-14,I009,10,0,0,75,65,10
2026-01-15,I009,8,0,0,65,57,8
2026-01-16,I009,10,0,0,57,47,10
2026-01-17,I009,9,0,0,47,38,9
2026-01-18,I009,5,0,0,38,33,5
2026-01-19,I009,6,0,0,33,27,6
2026-01-20,I009,11,0,0,27,16,11
2026-01-21,I009,9,0,0,16,7,9
2026-01-22,I009,7,1,0,7,0,13
2026-01-23,I009,0,1,0,0,0,13
2026-01-24,I009,0,1,0,0,0,13
2026-01-25,I009,12,0,0,112,100,12
2026-01-26,I009,10,0,0,100,90,10
2026-01-27,I009,13,0,0,90,77,13
2026-01-28,I009,10,0,0,77,67,10
2026-01-29,I009,7,0,0,67,60,7
2026-01-30,I009,6,0,0,60,54,6
2026-01-31,I009,6,0,0,54,48,6
2026-02-01,I009,9,0,0,48,39,9
2026-02-02,I009,5,0,0,39,34,5
2026-02-03,I009,6,0,0,34,28,6
2026-02-04,I009,8,0,0,28,20,8
2026-02-05,I009,12,0,0,20,8,12
2026-02-06,I009,10,0,0,120,110,10
2026-02-07,I009,7,0,0,110,103,7
2026-02-08,I009,9,0,0,103,94,9
2026-02-09,I009,8,0,0,94,86,8
2026-02-10,I009,5,0,0,86,81,5
2026-02-11,I009,11,0,0,81,70,11
2026-02-12,I009,3,0,0,70,67,3
2026-02-13,I009,8,0,0,67,59,8
2026-02-14,I009,16,0,0,59,43,16
2026-02-15,I009,8,0,0,43,35,8
2026-02-16,I009,6,0,0,35,29,6
2026-02-17,I009,14,0,0,29,15,14
2026-02-18,I009,8,0,0,15,7,8
2026-02-19,I009,6,0,0,7,1,6
2026-02-20,I009,1,1,0,1,0,11
2026-02-21,I009,0,1,0,0,0,13
2026-02-22,I009,0,1,0,0,0,7
2026-02-23,I009,0,1,0,0,0,13
2026-02-24,I009,9,0,0,112,103,9
2026-02-25,I009,17,0,0,103,86,17
2026-02-26,I009,13,0,0,86,73,13
2026-02-27,I009,11,0,0,73,62,11
2026-02-28,I009,12,0,0,62,50,12
2026-03-01,I009,20,0,0,50,30,20
2026-03-02,I009,17,0,0,30,13,17
2026-03-03,I009,6,0,0,13,7,6
2026-03-04,I009,7,1,0,7,0,8
2026-03-05,I009,0,1,0,0,0,19
2026-03-06,I009,13,0,0,112,99,13
2026-03-07,I009,13,0,0,99,86,13
2026-03-08,I009,12,0,0,86,74,12
2026-03-09,I009,14,0,0,74,60,14
2026-03-10,I009,11,0,0,60,49,11
2026-03-11,I009,9,0,0,49,40,9
2026-03-12,I009,6,0,0,40,34,6
2026-03-13,I009,11,0,0,34,23,11
2026-03-14,I009,15,0,0,23,8,15
2026-03-15,I009,8,1,0,8,0,16
2026-03-16,I009,0,1,0,0,0,5
2026-03-17,I009,0,1,0,0,0,10
2026-03-18,I009,0,1,0,0,0,5
2026-03-19,I009,0,1,0,0,0,11
2026-03-20,I009,13,0,0,112,99,13
2026-03-21,I009,15,0,0,99,84,15
2026-03-22,I009,6,0,0,84,78,6
2026-03-23,I009,14,0,1,78,64,14
2026-03-24,I009,20,0,1,64,44,20
2026-03-25,I009,6,0,1,44,38,6
2026-03-26,I009,6,0,0,38,32,6
2026-03-27,I009,6,0,0,32,26,6
2026-03-28,I009,7,0,0,26,19,7
2026-03-29,I009,12,0,0,19,7,12
2026-03-30,I009,3,0,0,7,4,3
2026-03-31,I009,4,1,0,4,0,12
2026-04-01,I009,10,0,0,112,102,10
2026-04-02,I009,11,0,0,102,91,11
2026-04-03,I009,9,0,0,91,82,9
2026-04-04,I009,9,0,0,82,73,9
2026-04-05,I009,7,0,0,73,66,7
2026-04-06,I009,11,0,0,66,55,11
2026-04-07,I009,9,0,0,55,46,9
2026-04-08,I009,11,0,0,46,35,11
2026-04-09,I009,10,0,0,35,25,10
2026-04-10,I009,13,0,0,25,12,13
2026-04-11,I009,9,0,0,12,3,9
2026-04-12,I009,3,1,0,3,0,7
2026-04-13,I009,0,1,0,0,0,18
2026-04-14,I009,0,1,0,0,0,7
2026-04-15,I009,0,1,0,0,0,6
2026-04-16,I009,15,0,0,112,97,15
2026-04-17,I009,6,0,0,97,91,6
2026-04-18,I009,8,0,0,91,83,8
2026-04-19,I009,13,0,0,83,70,13
2026-04-20,I009,8,0,0,70,62,8
2026-04-21,I009,8,0,0,62,54,8
2026-04-22,I009,14,0,0,54,40,14
2026-04-23,I009,11,0,0,40,29,11
2026-04-24,I009,12,0,0,29,17,12
2026-04-25,I009,11,0,0,17,6,11
2026-04-26,I009,6,1,0,6,0,16
2026-04-27,I009,0,1,0,0,0,8
2026-04-28,I009,0,1,0,0,0,15
2026-04-29,I009,0,1,0,0,0,6
2026-04-30,I009,12,0,0,112,100,12
2026-05-01,I009,8,0,0,100,92,8
2026-05-02,I009,15,0,0,92,77,15
2026-05-03,I009,12,0,0,77,65,12
2026-05-04,I009,4,0,0,65,61,4
2026-05-05,I009,5,0,0,61,56,5
2026-05-06,I009,5,0,0,56,51,5
2026-05-07,I009,11,0,0,51,40,11
2026-05-08,I009,12,0,0,40,28,12
2026-05-09,I009,11,0,0,28,17,11
2026-05-10,I009,9,0,0,17,8,9
2026-05-11,I009,8,1,1,8,0,14
2026-05-12,I009,0,1,1,0,0,12
2026-05-13,I009,0,1,1,0,0,12
2026-05-14,I009,0,1,0,0,0,6
2026-05-15,I009,15,0,0,112,97,15
2026-05-16,I009,13,0,0,97,84,13
2026-05-17,I009,13,0,0,84,71,13
2026-05-18,I009,8,0,0,71,63,8
2026-05-19,I009,14,0,0,63,49,14
2026-05-20,I009,12,0,0,49,37,12
2026-05-21,I009,10,0,0,37,27,10
2026-05-22,I009,8,0,0,27,19,8
2026-05-23,I009,13,0,0,19,6,13
2026-05-24,I009,6,1,0,6,0,10
2026-05-25,I009,0,1,0,0,0,10
2026-05-26,I009,0,1,0,0,0,10
2026-05-27,I009,0,1,0,0,0,14
2026-05-28,I009,14,0,0,112,98,14
2026-05-29,I009,13,0,0,98,85,13
2026-05-30,I009,10,0,0,85,75,10
2026-05-31,I009,11,0,0,75,64,11
2026-06-01,I009,10,0,0,64,54,10
2026-06-02,I009,9,0,0,54,45,9
2026-06-03,I009,9,0,0,45,36,9
2026-06-04,I009,7,0,0,36,29,7
2026-06-05,I009,7,0,0,29,22,7
2026-06-06,I009,16,0,0,22,6,16
2026-06-07,I009,6,1,1,6,0,7
2026-06-08,I009,0,1,1,0,0,11
2026-06-09,I009,0,1,1,0,0,15
2026-06-10,I009,0,1,1,0,0,11
2026-06-11,I009,13,0,0,112,99,13
2026-06-12,I009,18,0,0,99,81,18
2026-06-13,I009,6,0,0,81,75,6
2026-06-14,I009,7,0,0,75,68,7
2026-06-15,I009,7,0,0,68,61,7
2026-06-16,I009,8,0,0,61,53,8
2026-06-17,I009,10,0,0,53,43,10
2026-06-18,I009,13,0,0,43,30,13
2026-06-19,I009,5,0,0,30,25,5
2026-06-20,I009,13,0,0,25,12,13
2026-06-21,I009,12,1,0,12,0,15
2026-06-22,I009,0,1,0,0,0,9
2026-06-23,I009,0,1,0,0,0,10
2026-06-24,I009,0,1,0,0,0,6
2026-06-25,I009,0,1,0,0,0,12
2026-06-26,I009,0,1,0,0,0,10
2026-06-27,I009,0,1,0,0,0,15
2026-06-28,I009,0,1,0,0,0,12
2026-06-29,I009,0,1,0,0,0,5
2026-06-30,I009,6,0,0,112,106,6
2026-07-01,I009,8,0,0,106,98,8
2026-07-02,I009,6,0,0,98,92,6
2026-07-03,I009,6,0,0,92,86,6
2026-07-04,I009,10,0,0,86,76,10
2026-07-05,I009,10,0,0,76,66,10
2026-07-06,I009,10,0,0,66,56,10
2026-07-07,I009,9,0,0,56,47,9
2026-07-08,I009,7,0,0,47,40,7
2026-07-09,I009,11,0,0,40,29,11
2026-07-10,I009,9,0,0,29,20,9
2026-07-11,I009,15,0,0,20,5,15
2026-07-12,I009,5,1,0,5,0,11
2026-07-13,I009,0,1,0,0,0,4
2026-07-14,I009,0,1,0,0,0,10
2026-07-15,I009,0,1,0,0,0,11
2026-07-16,I009,14,0,0,112,98,14
2026-07-17,I009,11,0,0,98,87,11
2026-07-18,I009,15,0,0,87,72,15
2026-07-19,I009,15,0,0,72,57,15
2026-07-20,I009,12,0,0,57,45,12
2026-07-21,I009,5,0,0,45,40,5
2026-07-22,I009,14,0,0,40,26,14
2026-07-23,I009,11,0,0,26,15,11
2026-07-24,I009,15,0,0,15,0,15
2026-07-25,I009,0,1,0,0,0,10
2026-07-26,I009,0,1,0,0,0,7
2026-07-27,I009,0,1,0,0,0,6
2026-07-28,I009,0,1,0,0,0,4
2026-07-29,I009,18,0,0,112,94,18
2026-07-30,I009,8,0,0,94,86,8
2026-07-31,I009,10,0,0,86,76,10
2026-08-01,I009,12,0,0,76,64,12
2026-08-02,I009,8,0,0,64,56,8
2026-08-03,I009,6,0,0,56,50,6
2026-08-04,I009,12,0,0,50,38,12
2026-08-05,I009,9,0,0,38,29,9
2026-08-06,I009,9,0,0,29,20,9
2026-08-07,I009,8,0,0,20,12,8
2026-08-08,I009,12,1,0,12,0,13
2026-08-09,I009,0,1,0,0,0,13
2026-08-10,I009,0,1,0,0,0,11
2026-08-11,I009,13,0,0,112,99,13
2026-08-12,I009,19,0,0,99,80,19
2026-08-13,I009,5,0,0,80,75,5
2026-08-14,I009,13,0,0,75,62,13
2026-08-15,I009,8,0,0,62,54,8
2026-08-16,I009,18,0,0,54,36,18
2026-08-17,I009,8,0,0,36,28,8
2026-08-18,I009,9,0,0,28,19,9
2026-08-19,I009,12,0,0,19,7,12
2026-08-20,I009,7,1,0,7,0,10
2026-08-21,I009,0,1,0,0,0,14
2026-08-22,I009,0,1,0,0,0,17
2026-08-23,I009,0,1,0,0,0,13
2026-08-24,I009,0,1,0,0,0,12
2026-08-25,I009,18,0,0,112,94,18
2026-08-26,I009,12,0,0,94,82,12
2026-08-27,I009,12,0,0,82,70,12
2026-08-28,I009,19,0,0,70,51,19
2026-08-29,I009,25,0,0,51,26,25
2026-08-30,I009,11,0,0,26,15,11
2026-08-31,I009,5,0,0,15,10,5
2025-09-01,I010,4,0,0,48,44,4
2025-09-02,I010,4,0,0,44,40,4
2025-09-03,I010,3,0,0,40,37,3
2025-09-04,I010,4,0,0,37,33,4
2025-09-05,I010,5,0,0,33,28,5
2025-09-06,I010,5,0,0,28,23,5
2025-09-07,I010,6,0,0,23,17,6
2025-09-08,I010,2,0,0,17,15,2
2025-09-09,I010,6,0,0,15,9,6
2025-09-10,I010,3,0,0,9,6,3
2025-09-11,I010,3,0,0,6,3,3
2025-09-12,I010,3,1,0,3,0,4
2025-09-13,I010,0,1,0,0,0,4
2025-09-14,I010,7,0,0,56,49,7
2025-09-15,I010,6,0,0,49,43,6
2025-09-16,I010,4,0,0,43,39,4
2025-09-17,I010,3,0,0,39,36,3
2025-09-18,I010,6,0,0,36,30,6
2025-09-19,I010,5,0,0,30,25,5
2025-09-20,I010,5,0,0,25,20,5
2025-09-21,I010,7,0,0,20,13,7
2025-09-22,I010,2,0,0,13,11,2
2025-09-23,I010,1,0,0,11,10,1
2025-09-24,I010,3,0,0,66,63,3
2025-09-25,I010,10,0,0,63,53,10
2025-09-26,I010,8,0,0,53,45,8
2025-09-27,I010,4,0,0,45,41,4
2025-09-28,I010,6,0,0,41,35,6
2025-09-29,I010,1,0,1,35,34,1
2025-09-30,I010,9,0,1,34,25,9
2025-10-01,I010,10,0,1,25,15,10
2025-10-02,I010,8,0,1,15,7,8
2025-10-03,I010,7,1,1,7,0,10
2025-10-04,I010,0,1,0,0,0,8
2025-10-05,I010,0,1,0,0,0,4
2025-10-06,I010,3,0,0,56,53,3
2025-10-07,I010,0,0,0,53,53,0
2025-10-08,I010,2,0,0,53,51,2
2025-10-09,I010,6,0,0,51,45,6
2025-10-10,I010,9,0,0,45,36,9
2025-10-11,I010,9,0,0,36,27,9
2025-10-12,I010,10,0,0,27,17,10
2025-10-13,I010,9,0,0,17,8,9
2025-10-14,I010,8,1,0,8,0,9
2025-10-15,I010,0,1,0,0,0,4
2025-10-16,I010,10,0,0,56,46,10
2025-10-17,I010,4,0,0,46,42,4
2025-10-18,I010,7,0,0,42,35,7
2025-10-19,I010,7,0,0,35,28,7
2025-10-20,I010,7,0,0,28,21,7
2025-10-21,I010,3,0,0,21,18,3
2025-10-22,I010,0,0,0,18,18,0
2025-10-23,I010,5,0,0,18,13,5
2025-10-24,I010,6,0,0,13,7,6
2025-10-25,I010,4,0,0,7,3,4
2025-10-26,I010,3,1,0,3,0,5
2025-10-27,I010,0,0,0,0,0,0
2025-10-28,I010,3,0,0,56,53,3
2025-10-29,I010,3,0,0,53,50,3
2025-10-30,I010,4,0,0,50,46,4
2025-10-31,I010,1,0,0,46,45,1
2025-11-01,I010,5,0,0,45,40,5
2025-11-02,I010,1,0,0,40,39,1
2025-11-03,I010,2,0,0,39,37,2
2025-11-04,I010,1,0,0,37,36,1
2025-11-05,I010,1,0,0,36,35,1
2025-11-06,I010,5,0,0,35,30,5
2025-11-07,I010,3,0,0,30,27,3
2025-11-08,I010,9,0,0,27,18,9
2025-11-09,I010,2,0,0,18,16,2
2025-11-10,I010,3,0,0,16,13,3
2025-11-11,I010,4,0,0,13,9,4
2025-11-12,I010,5,0,0,9,4,5
2025-11-13,I010,7,0,0,60,53,7
2025-11-14,I010,3,0,0,53,50,3
2025-11-15,I010,3,0,0,50,47,3
2025-11-16,I010,7,0,0,47,40,7
2025-11-17,I010,6,0,0,40,34,6
2025-11-18,I010,5,0,0,34,29,5
2025-11-19,I010,2,0,0,29,27,2
2025-11-20,I010,9,0,0,27,18,9
2025-11-21,I010,5,0,0,18,13,5
2025-11-22,I010,8,0,0,13,5,8
2025-11-23,I010,4,0,0,5,1,4
2025-11-24,I010,1,1,0,1,0,5
2025-11-25,I010,0,1,0,0,0,4
2025-11-26,I010,0,1,0,0,0,3
2025-11-27,I010,6,0,0,56,50,6
2025-11-28,I010,2,0,0,50,48,2
2025-11-29,I010,6,0,0,48,42,6
2025-11-30,I010,3,0,0,42,39,3
2025-12-01,I010,7,0,0,39,32,7
2025-12-02,I010,1,0,0,32,31,1
2025-12-03,I010,7,0,0,31,24,7
2025-12-04,I010,0,0,0,24,24,0
2025-12-05,I010,3,0,0,24,21,3
2025-12-06,I010,4,0,0,21,17,4
2025-12-07,I010,7,0,0,17,10,7
2025-12-08,I010,1,0,0,10,9,1
2025-12-09,I010,2,0,0,9,7,2
2025-12-10,I010,6,0,0,7,1,6
2025-12-11,I010,4,0,0,57,53,4
2025-12-12,I010,1,0,0,53,52,1
2025-12-13,I010,1,0,0,52,51,1
2025-12-14,I010,3,0,0,51,48,3
2025-12-15,I010,5,0,0,48,43,5
2025-12-16,I010,3,0,0,43,40,3
2025-12-17,I010,4,0,0,40,36,4
2025-12-18,I010,4,0,0,36,32,4
2025-12-19,I010,3,0,0,32,29,3
2025-12-20,I010,3,0,0,29,26,3
2025-12-21,I010,7,0,0,26,19,7
2025-12-22,I010,4,0,0,19,15,4
2025-12-23,I010,5,0,0,15,10,5
2025-12-24,I010,6,0,0,10,4,6
2025-12-25,I010,4,1,0,4,0,5
2025-12-26,I010,0,1,0,0,0,9
2025-12-27,I010,0,1,0,0,0,3
2025-12-28,I010,4,0,0,56,52,4
2025-12-29,I010,5,0,0,52,47,5
2025-12-30,I010,3,0,0,47,44,3
2025-12-31,I010,2,0,0,44,42,2
2026-01-01,I010,3,0,0,42,39,3
2026-01-02,I010,6,0,0,39,33,6
2026-01-03,I010,4,0,0,33,29,4
2026-01-04,I010,11,0,0,29,18,11
2026-01-05,I010,4,0,0,18,14,4
2026-01-06,I010,8,0,0,14,6,8
2026-01-07,I010,4,0,0,6,2,4
2026-01-08,I010,2,0,0,2,0,2
2026-01-09,I010,0,1,0,0,0,5
2026-01-10,I010,0,1,0,0,0,8
2026-01-11,I010,7,0,0,56,49,7
2026-01-12,I010,3,0,0,49,46,3
2026-01-13,I010,3,0,0,46,43,3
2026-01-14,I010,4,0,0,43,39,4
2026-01-15,I010,5,0,0,39,34,5
2026-01-16,I010,4,0,0,34,30,4
2026-01-17,I010,5,0,0,30,25,5
2026-01-18,I010,6,0,0,25,19,6
2026-01-19,I010,7,0,0,19,12,7
2026-01-20,I010,6,0,0,12,6,6
2026-01-21,I010,2,0,0,6,4,2
2026-01-22,I010,3,0,0,4,1,3
2026-01-23,I010,1,1,0,1,0,12
2026-01-24,I010,2,0,0,56,54,2
2026-01-25,I010,4,0,0,54,50,4
2026-01-26,I010,4,0,0,50,46,4
2026-01-27,I010,3,0,0,46,43,3
2026-01-28,I010,3,0,0,43,40,3
2026-01-29,I010,1,0,0,40,39,1
2026-01-30,I010,8,0,0,39,31,8
2026-01-31,I010,2,0,0,31,29,2
2026-02-01,I010,4,0,0,29,25,4
2026-02-02,I010,6,0,0,25,19,6
2026-02-03,I010,3,0,0,19,16,3
2026-02-04,I010,4,0,0,16,12,4
2026-02-05,I010,8,0,0,12,4,8
2026-02-06,I010,3,0,0,4,1,3
2026-02-07,I010,1,1,0,1,0,10
2026-02-08,I010,4,0,0,56,52,4
2026-02-09,I010,7,0,0,52,45,7
2026-02-10,I010,4,0,0,45,41,4
2026-02-11,I010,6,0,0,41,35,6
2026-02-12,I010,5,0,0,35,30,5
2026-02-13,I010,5,0,0,30,25,5
2026-02-14,I010,3,0,0,25,22,3
2026-02-15,I010,6,0,0,22,16,6
2026-02-16,I010,2,0,0,16,14,2
2026-02-17,I010,4,0,0,14,10,4
2026-02-18,I010,4,0,0,10,6,4
2026-02-19,I010,1,0,0,6,5,1
2026-02-20,I010,5,0,0,5,0,5
2026-02-21,I010,5,0,0,56,51,5
2026-02-22,I010,2,0,0,51,49,2
2026-02-23,I010,2,0,0,49,47,2
2026-02-24,I010,7,0,0,47,40,7
2026-02-25,I010,6,0,0,40,34,6
2026-02-26,I010,6,0,0,34,28,6
2026-02-27,I010,3,0,0,28,25,3
2026-02-28,I010,2,0,0,25,23,2
2026-03-01,I010,7,0,0,23,16,7
2026-03-02,I010,7,0,0,16,9,7
2026-03-03,I010,7,0,0,9,2,7
2026-03-04,I010,2,1,0,2,0,7
2026-03-05,I010,0,1,0,0,0,8
2026-03-06,I010,5,0,0,56,51,5
2026-03-07,I010,5,0,0,51,46,5
2026-03-08,I010,5,0,0,46,41,5
2026-03-09,I010,7,0,0,41,34,7
2026-03-10,I010,0,0,0,34,34,0
2026-03-11,I010,3,0,0,34,31,3
2026-03-12,I010,4,0,0,31,27,4
2026-03-13,I010,5,0,0,27,22,5
2026-03-14,I010,4,0,0,22,18,4
2026-03-15,I010,6,0,0,18,12,6
2026-03-16,I010,5,0,0,12,7,5
2026-03-17,I010,3,0,0,7,4,3
2026-03-18,I010,4,1,0,4,0,5
2026-03-19,I010,0,0,0,56,56,0
2026-03-20,I010,0,0,0,56,56,0
2026-03-21,I010,8,0,0,56,48,8
2026-03-22,I010,5,0,0,48,43,5
2026-03-23,I010,5,0,0,43,38,5
2026-03-24,I010,9,0,0,38,29,9
2026-03-25,I010,2,0,0,29,27,2
2026-03-26,I010,0,0,0,27,27,0
2026-03-27,I010,5,0,0,27,22,5
2026-03-28,I010,1,0,0,22,21,1
2026-03-29,I010,2,0,0,21,19,2
2026-03-30,I010,6,0,0,19,13,6
2026-03-31,I010,2,0,0,13,11,2
2026-04-01,I010,3,0,0,11,8,3
2026-04-02,I010,5,0,0,8,3,5
2026-04-03,I010,3,1,0,3,0,9
2026-04-04,I010,0,1,0,0,0,5
2026-04-05,I010,6,0,0,56,50,6
2026-04-06,I010,1,0,0,50,49,1
2026-04-07,I010,3,0,0,49,46,3
2026-04-08,I010,4,0,0,46,42,4
2026-04-09,I010,7,0,0,42,35,7
2026-04-10,I010,6,0,0,35,29,6
2026-04-11,I010,5,0,0,29,24,5
2026-04-12,I010,4,0,0,24,20,4
2026-04-13,I010,9,0,0,20,11,9
2026-04-14,I010,2,0,0,11,9,2
2026-04-15,I010,5,0,0,9,4,5
2026-04-16,I010,2,0,0,4,2,2
2026-04-17,I010,2,1,0,2,0,3
2026-04-18,I010,4,0,0,56,52,4
2026-04-19,I010,2,0,0,52,50,2
2026-04-20,I010,2,0,0,50,48,2
2026-04-21,I010,4,0,0,48,44,4
2026-04-22,I010,4,0,0,44,40,4
2026-04-23,I010,5,0,1,40,35,5
2026-04-24,I010,6,0,1,35,29,6
2026-04-25,I010,5,0,1,29,24,5
2026-04-26,I010,6,0,1,24,18,6
2026-04-27,I010,2,0,0,18,16,2
2026-04-28,I010,1,0,0,16,15,1
2026-04-29,I010,6,0,0,15,9,6
2026-04-30,I010,8,0,0,9,1,8
2026-05-01,I010,1,1,0,1,0,3
2026-05-02,I010,0,1,0,0,0,5
2026-05-03,I010,2,0,0,56,54,2
2026-05-04,I010,4,0,0,54,50,4
2026-05-05,I010,2,0,0,50,48,2
2026-05-06,I010,6,0,0,48,42,6
2026-05-07,I010,3,0,0,42,39,3
2026-05-08,I010,2,0,0,39,37,2
2026-05-09,I010,2,0,0,37,35,2
2026-05-10,I010,4,0,0,35,31,4
2026-05-11,I010,2,0,0,31,29,2
2026-05-12,I010,6,0,0,29,23,6
2026-05-13,I010,4,0,0,23,19,4
2026-05-14,I010,6,0,0,19,13,6
2026-05-15,I010,5,0,0,13,8,5
2026-05-16,I010,5,0,0,8,3,5
2026-05-17,I010,3,1,0,3,0,4
2026-05-18,I010,0,1,0,0,0,5
2026-05-19,I010,0,1,0,0,0,7
2026-05-20,I010,0,1,0,0,0,3
2026-05-21,I010,6,0,0,56,50,6
2026-05-22,I010,2,0,0,50,48,2
2026-05-23,I010,9,0,0,48,39,9
2026-05-24,I010,4,0,0,39,35,4
2026-05-25,I010,4,0,0,35,31,4
2026-05-26,I010,3,0,0,31,28,3
2026-05-27,I010,4,0,0,28,24,4
2026-05-28,I010,4,0,0,24,20,4
2026-05-29,I010,3,0,0,20,17,3
2026-05-30,I010,2,0,0,17,15,2
2026-05-31,I010,4,0,0,15,11,4
2026-06-01,I010,4,0,0,11,7,4
2026-06-02,I010,4,0,0,63,59,4
2026-06-03,I010,3,0,0,59,56,3
2026-06-04,I010,6,0,0,56,50,6
2026-06-05,I010,3,0,0,50,47,3
2026-06-06,I010,6,0,0,47,41,6
2026-06-07,I010,9,0,0,41,32,9
2026-06-08,I010,3,0,0,32,29,3
2026-06-09,I010,4,0,0,29,25,4
